охолостить,совершенный
охолащивать,несовершенный
охолостить,совершенный
хромать,несовершенный
костылять,несовершенный
припадать,несовершенный
прихрамывать,несовершенный
ковылять,несовершенный
толстеть,несовершенный
потолстеть,совершенный
полнеть,несовершенный
пополнеть,совершенный
поправляться,несовершенный
поправиться,совершенный
тучнеть,несовершенный
отучнеть,совершенный
потучнеть,совершенный
грузнеть,несовершенный
добреть,несовершенный
раздобреть,совершенный
наливаться,несовершенный
налиться,совершенный
округляться,несовершенный
округлиться,совершенный
разбухать,несовершенный
разбухнуть,совершенный
раздаваться,несовершенный
раздаться,совершенный
расползаться,несовершенный
расползтись,совершенный
расплываться,несовершенный
расплыться,совершенный
распухать,несовершенный
распухнуть,совершенный
худеть,несовершенный
похудеть,совершенный
иссыхать,несовершенный
иссохнуть,совершенный
исхудать,совершенный
таять,несовершенный
истаять,совершенный
высыхать,несовершенный
высохнуть,совершенный
потощать,совершенный
сохнуть,несовершенный
высохнуть,совершенный
ссыхаться,несовершенный
ссохнуться,совершенный
тощать,несовершенный
отощать,совершенный
усыхать,несовершенный
усохнуть,совершенный
впадать,несовершенный
впасть,совершенный
вваливаться,несовершенный
ввалиться,совершенный
западать,несовершенный
запасть,совершенный
проваливаться,несовершенный
провалиться,совершенный
обостряться,несовершенный
обостриться,совершенный
заостряться,несовершенный
заостриться,совершенный
обтягиваться,несовершенный
обтянуться,совершенный
впадать,несовершенный
впасть,совершенный
вваливаться,несовершенный
ввалиться,совершенный
западать,несовершенный
запасть,совершенный
проваливаться,несовершенный
провалиться,совершенный
горбиться,несовершенный
сгорбиться,совершенный
сгибаться,несовершенный
согнуться,совершенный
сутулиться,несовершенный
ссутулиться,совершенный
горбатиться,несовершенный
сгорбатиться,совершенный
шелушиться,несовершенный
сходить,несовершенный
сойти,совершенный
лупиться,несовершенный
облезать,несовершенный
облезть,совершенный
слезать,несовершенный
слезть,совершенный
виться,несовершенный
завиваться,несовершенный
кудрявиться,несовершенный
курчавиться,несовершенный
кучерявиться,несовершенный
лысеть,несовершенный
облысеть,совершенный
полысеть,совершенный
линять,несовершенный
вылинять,совершенный
облезать,несовершенный
облезть,совершенный
плешиветь,несовершенный
оплешиветь,совершенный
растрёпывать,несовершенный
растрепать,совершенный
взлохмачивать,несовершенный
взлохматить,совершенный
взъерошивать,несовершенный
взъерошить,совершенный
разлохмачивать,несовершенный
разлохматить,совершенный
всклокочивать,несовершенный
всклокочить,совершенный
вскосмачивать,несовершенный
вскосматить,совершенный
встрёпывать,несовершенный
встрепать,совершенный
седеть,несовершенный
поседеть,совершенный
белеть,несовершенный
побелеть,совершенный
засеребриться,совершенный
сиветь,несовершенный
брить,несовершенный
выбривать,несовершенный
выбрить,совершенный
обривать,несовершенный
обрить,совершенный
сбривать,несовершенный
сбрить,совершенный
скоблить,несовершенный
соскоблить,совершенный
вырастать,несовершенный
вырасти,совершенный
подрастать,несовершенный
подрасти,совершенный
взрастать,несовершенный
вымахивать,несовершенный
вымахать,совершенный
вытягиваться,несовершенный
вытянуться,совершенный
подниматься,несовершенный
подняться,совершенный
краситься,несовершенный
накраситься,совершенный
мазаться,несовершенный
намазаться,совершенный
намазываться,несовершенный
намазаться,совершенный
малеваться,несовершенный
намалеваться,совершенный
штукатуриться,несовершенный
наштукатуриться,совершенный
отращивать,несовершенный
отрастить,совершенный
отпускать,несовершенный
отпустить,совершенный
подстригать,несовершенный
подстричь,совершенный
выстригать,несовершенный
выстричь,совершенный
обрезать,несовершенный
обрезать,совершенный
обстригать,несовершенный
обстричь,совершенный
остригать,несовершенный
остричь,совершенный
подрезать,несовершенный
подрезать,совершенный
постригать,несовершенный
постричь,совершенный
срезать,несовершенный
срезать,совершенный
состригать,несовершенный
состричь,совершенный
окромсать,совершенный
расчёсывать,несовершенный
расчесать,совершенный
вычёсывать,несовершенный
вычесать,совершенный
причёсывать,несовершенный
причесать,совершенный
начёсывать,несовершенный
начесать,совершенный
чесать,несовершенный
причесать,совершенный
стричь,несовершенный
остричь,совершенный
обрезать,несовершенный
обрезать,совершенный
остригать,несовершенный
остричь,совершенный
постригать,несовершенный
постричь,совершенный
состригать,несовершенный
состричь,совершенный
обкорнать,совершенный
обстригать,несовершенный
обстричь,совершенный
хорошеть,несовершенный
похорошеть,совершенный
выравниваться,несовершенный
выровняться,совершенный
расцветать,несовершенный
расцвести,совершенный
беременеть,несовершенный
забеременеть,совершенный
зачинать,несовершенный
зачать,совершенный
понести,совершенный
размножаться,несовершенный
размножиться,совершенный
воспроизводиться,несовершенный
разводиться,несовершенный
развестись,совершенный
вестись,несовершенный
множиться,несовершенный
плодиться,несовершенный
наплодиться,совершенный
расплодиться,совершенный
рождать,несовершенный
родить,совершенный
производить,несовершенный
произвести,совершенный
порождать,несовершенный
породить,совершенный
разрешаться,несовершенный
разрешиться,совершенный
плодить,несовершенный
наплодить,совершенный
рожать,несовершенный
родить,совершенный
случать,несовершенный
случить,совершенный
спаривать,несовершенный
спарить,совершенный
вязать,несовершенный
повязать,совершенный
гибнуть,несовершенный
погибнуть,совершенный
погибать,несовершенный
погибнуть,совершенный
пропадать,несовершенный
пропасть,совершенный
дохнуть,несовершенный
издохнуть,совершенный
издыхать,несовершенный
издохнуть,совершенный
падать,несовершенный
пасть,совершенный
подыхать,несовершенный
подохнуть,совершенный
сдыхать,несовершенный
сдохнуть,совершенный
околевать,несовершенный
околеть,совершенный
исчезать,несовершенный
исчезнуть,совершенный
выводиться,несовершенный
вывестись,совершенный
вымирать,несовершенный
вымереть,совершенный
переводиться,несовершенный
перевестись,совершенный
умирать,несовершенный
умереть,совершенный
почить,совершенный
угасать,несовершенный
угаснуть,совершенный
скончаться,совершенный
опочить,совершенный
отходить,несовершенный
отойти,совершенный
преставиться,совершенный
упокоиться,совершенный
кончиться,совершенный
вдыхать,несовершенный
вдохнуть,совершенный
вбирать,несовершенный
вобрать,совершенный
втягивать,несовершенный
втянуть,совершенный
глотать,несовершенный
глотнуть,совершенный
заглатывать,несовершенный
заглотнуть,совершенный
вздрагивать,несовершенный
вздрогнуть,совершенный
дёргаться,несовершенный
дёрнуться,совершенный
подёргиваться,несовершенный
содрогаться,несовершенный
содрогнуться,совершенный
сотрясаться,несовершенный
сотрястись,совершенный
встрепенуться,совершенный
зябнуть,несовершенный
озябнуть,совершенный
деревенеть,несовершенный
одеревенеть,совершенный
дрогнуть,несовершенный
продрогнуть,совершенный
замерзать,несовершенный
замёрзнуть,совершенный
костенеть,несовершенный
окостенеть,совершенный
коченеть,несовершенный
окоченеть,совершенный
закоченеть,совершенный
леденеть,несовершенный
заледенеть,совершенный
оледенеть,совершенный
мёрзнуть,несовершенный
замёрзнуть,совершенный
окоченевать,несовершенный
окоченеть,совершенный
переохлаждаться,несовершенный
переохладиться,совершенный
синеть,несовершенный
посинеть,совершенный
застывать,несовершенный
застыть,совершенный
стынуть,несовершенный
застынуть,совершенный
стыть,несовершенный
застыть,совершенный
издрогнуть,совершенный
иззябнуть,совершенный
измёрзнуть,совершенный
передрогнуть,совершенный
перезябнуть,совершенный
перемёрзнуть,совершенный
прозябнуть,совершенный
промерзать,несовершенный
промёрзнуть,совершенный
простынуть,совершенный
простыть,совершенный
истощаться,несовершенный
истощиться,совершенный
изнуряться,несовершенный
изнуриться,совершенный
обескровливаться,несовершенный
обескровиться,совершенный
обессилевать,несовершенный
обессилеть,совершенный
ослабевать,несовершенный
ослабеть,совершенный
напрягать,несовершенный
напрячь,совершенный
напруживать,несовершенный
напружить,совершенный
напружинивать,несовершенный
напружинить,совершенный
натуживать,несовершенный
натужить,совершенный
опомниться,несовершенный
отойти,совершенный
очнуться,совершенный
потеть,несовершенный
вспотеть,совершенный
взмокать,несовершенный
взмокнуть,совершенный
упариваться,несовершенный
упариться,совершенный
употеть,совершенный
упреть,совершенный
просыпаться,несовершенный
проснуться,совершенный
вставать,несовершенный
встать,совершенный
очнуться,совершенный
пробуждаться,несовершенный
пробудиться,совершенный
подниматься,несовершенный
подняться,совершенный
пульсировать,несовершенный
биться,несовершенный
сокращаться,несовершенный
разомлевать,несовершенный
разомлеть,совершенный
сомлеть,совершенный
размариваться,несовершенный
размориться,совершенный
слабеть,несовершенный
ослабеть,совершенный
вянуть,несовершенный
увянуть,совершенный
гаснуть,несовершенный
погаснуть,совершенный
изнемогать,несовершенный
изнемочь,совершенный
ослабевать,несовершенный
ослабеть,совершенный
расслабляться,несовершенный
расслабиться,совершенный
таять,несовершенный
растаять,совершенный
увядать,несовершенный
увянуть,совершенный
угасать,несовершенный
угаснуть,совершенный
хилеть,несовершенный
захилеть,совершенный
чахнуть,несовершенный
зачахнуть,совершенный
сдавать,несовершенный
сдать,совершенный
выдыхаться,несовершенный
выдохнуться,совершенный
обессилевать,несовершенный
обессилеть,совершенный
расслабеть,совершенный
расслабнуть,совершенный
слабнуть,несовершенный
ослабнуть,совершенный
хиреть,несовершенный
захиреть,совершенный
спать,несовершенный
опочивать,несовершенный
почивать,несовершенный
храпеть,несовершенный
уставать,несовершенный
устать,совершенный
замучиваться,несовершенный
замучаться,совершенный
замучиться,совершенный
измучиваться,несовершенный
измучаться,совершенный
изнемогать,несовершенный
изнемочь,совершенный
изнуряться,несовершенный
изнуриться,совершенный
переутомляться,несовершенный
переутомиться,совершенный
утомляться,несовершенный
утомиться,совершенный
затомиться,совершенный
выдыхаться,несовершенный
выдохнуться,совершенный
закружиться,совершенный
закрутиться,совершенный
затормошиться,совершенный
захлопотаться,совершенный
изматываться,несовершенный
измотаться,совершенный
измочалиться,совершенный
натруживаться,несовершенный
натрудиться,совершенный
перемучаться,совершенный
умориться,совершенный
умучиваться,несовершенный
умучаться,совершенный
встопорщивать,несовершенный
встопорщить,совершенный
вздыбливать,несовершенный
вздыбить,совершенный
ощетинивать,несовершенный
ощетинить,совершенный
взъерошивать,несовершенный
взъерошить,совершенный
взъершить,совершенный
выбрасывать,несовершенный
выбросить,совершенный
выкидывать,несовершенный
выкинуть,совершенный
закрывать,несовершенный
закрыть,совершенный
прикрывать,несовершенный
прикрыть,совершенный
смежать,несовершенный
смежить,совершенный
смыкать,несовершенный
сомкнуть,совершенный
запрокидывать,несовершенный
запрокинуть,совершенный
забрасывать,несовершенный
забросить,совершенный
закидывать,несовершенный
закинуть,совершенный
откидывать,несовершенный
откинуть,совершенный
извиваться,несовершенный
корёжиться,несовершенный
скорёжиться,совершенный
крючиться,несовершенный
скрючиться,совершенный
искажаться,несовершенный
исказиться,совершенный
искривляться,несовершенный
искривиться,совершенный
исковеркиваться,несовершенный
исковеркаться,совершенный
перекашиваться,несовершенный
перекоситься,совершенный
перекривляться,несовершенный
перекривиться,совершенный
мигать,несовершенный
мигнуть,совершенный
моргать,несовершенный
моргнуть,совершенный
подмигивать,несовершенный
подмигнуть,совершенный
подмаргивать,несовершенный
подморгнуть,совершенный
смаргивать,несовершенный
сморгнуть,совершенный
смигивать,несовершенный
смигнуть,совершенный
опускаться,несовершенный
опуститься,совершенный
падать,несовершенный
упасть,совершенный
поникать,несовершенный
поникнуть,совершенный
склоняться,несовершенный
склониться,совершенный
откидываться,несовершенный
откинуться,совершенный
закидываться,несовершенный
закинуться,совершенный
запрокидываться,несовершенный
запрокинуться,совершенный
отваливаться,несовершенный
отвалиться,совершенный
открывать,несовершенный
открыть,совершенный
размыкать,несовершенный
разомкнуть,совершенный
раскрывать,несовершенный
раскрыть,совершенный
отверзать,несовершенный
отверзть,совершенный
разевать,несовершенный
разинуть,совершенный
падать,несовершенный
упасть,совершенный
бросаться,несовершенный
броситься,совершенный
валиться,несовершенный
свалиться,совершенный
кидаться,несовершенный
кинуться,совершенный
сваливаться,несовершенный
свалиться,совершенный
передёргивать,несовершенный
передёрнуть,совершенный
искривлять,несовершенный
искривить,совершенный
кривить,несовершенный
искривить,совершенный
скривить,совершенный
перекашивать,несовершенный
перекосить,совершенный
перекривить,совершенный
покривить,совершенный
поджимать,несовершенный
поджать,совершенный
подбирать,несовершенный
подобрать,совершенный
подворачивать,несовершенный
подвернуть,совершенный
подгибать,несовершенный
подогнуть,совершенный
поднимать,несовершенный
поднять,совершенный
подымать,несовершенный
поднять,совершенный
приподнимать,несовершенный
приподнять,совершенный
вздевать,несовершенный
воздевать,несовершенный
воздеть,совершенный
возводить,несовершенный
возвести,совершенный
возносить,несовершенный
вознести,совершенный
задирать,несовершенный
задрать,совершенный
протягивать,несовершенный
протянуть,совершенный
простирать,несовершенный
простереть,совершенный
скалиться,несовершенный
оскалиться,совершенный
щериться,несовершенный
ощериться,совершенный
топорщить,несовершенный
встопорщить,совершенный
взъерошивать,несовершенный
взъерошить,совершенный
хохлить,несовершенный
нахохлить,совершенный
хохлиться,несовершенный
нахохлиться,совершенный
ерошить,несовершенный
ершить,несовершенный
трепать,несовершенный
встрепать,совершенный
растрепать,совершенный
взлохмачивать,несовершенный
взлохматить,совершенный
взъерошивать,несовершенный
взъерошить,совершенный
всклокочить,совершенный
ерошить,несовершенный
лохматить,несовершенный
тянуться,несовершенный
потянуться,совершенный
потягиваться,несовершенный
потянуться,совершенный
стареть,несовершенный
постареть,совершенный
дряхлеть,несовершенный
одряхлеть,совершенный
отцветать,несовершенный
отцвести,совершенный
стариться,несовершенный
состариться,совершенный
увядать,несовершенный
увянуть,совершенный
дряхнуть,несовершенный
хиреть,несовершенный
голодать,несовершенный
недоедать,несовершенный
есть,несовершенный
